millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
26452557,0xB,0x0,1,1,6,1,1,2040.000000,378.000000,166.000000,33.200
26452571,0xB,0x1,1,2,10,1,1,1700.000000,189.000000,83.000000,33.200
26452584,0xB,0x2,1,4,20,1,1,1700.000000,94.500000,41.500000,33.150
26452602,0xB,0x3,1,8,40,1,2,1700.000000,47.250000,41.500000,33.200
26452633,0xB,0x4,1,16,78,1,2,1657.500000,23.625000,20.750000,33.200
26452680,0xB,0x5,1,32,156,2,4,1657.500000,23.625000,20.750000,33.100
26452762,0xB,0x6,1,64,312,3,7,1657.500000,17.718750,18.156250,33.200
26452911,0xB,0x7,1,128,622,5,12,1652.187500,14.765625,15.562500,33.200
26453204,0xB,0x8,1,256,1246,9,24,1654.843750,13.289063,15.562500,33.200
26453776,0xB,0x9,1,512,2490,18,46,1653.515625,13.289063,14.914063,33.200
26454913,0xB,0xA,1,1024,4973,36,91,1651.191406,13.289063,14.751953,33.250
26457175,0xB,0xB,1,2048,9948,71,182,1651.523560,13.104492,14.751953,33.300
26461696,0xB,0xC,1,4096,19874,141,363,1649.697266,13.012207,14.711426,33.350
26470721,0xB,0xD,1,8192,39784,281,725,1651.191406,12.966064,14.691162,33.550
26488764,0xB,0xE,1,16384,65535,562,1450,1359.979248,12.966064,14.691162,33.650
26489777,0xA,0x0,2,1,11,1,1,1870.000000,189.000000,83.000000,34.200
26489790,0xA,0x1,2,2,20,1,2,1700.000000,94.500000,83.000000,34.100
26489804,0xA,0x2,2,4,40,1,2,1700.000000,47.250000,41.500000,34.050
26489823,0xA,0x3,2,8,79,1,3,1678.750000,23.625000,31.125000,34.000
26489853,0xA,0x4,2,16,157,2,4,1668.125000,23.625000,20.750000,34.050
26489900,0xA,0x5,2,32,313,3,7,1662.812500,17.718750,18.156250,33.950
26489982,0xA,0x6,2,64,625,5,13,1660.156250,14.765625,16.859375,34.000
26490132,0xA,0x7,2,128,1249,10,24,1658.828125,14.765625,15.562500,34.000
26490425,0xA,0x8,2,256,2498,19,47,1658.828125,14.027344,15.238281,34.050
26490997,0xA,0x9,2,512,4996,36,92,1658.828125,13.289063,14.914063,34.000
26492135,0xA,0xA,2,1024,9985,71,183,1657.666016,13.104492,14.833008,34.050
26494398,0xA,0xB,2,2048,19969,142,365,1657.583008,13.104492,14.792480,34.050
26498915,0xA,0xC,2,4096,39932,283,729,1657.333984,13.058350,14.772217,34.100
26507940,0xA,0xD,2,8192,65535,565,1457,1359.979248,13.035278,14.762085,34.200
26525974,0xA,0xE,2,16384,65535,1130,2913,679.989624,13.035278,14.757020,34.250
26526987,0x9,0x0,4,1,21,1,2,1785.000000,94.500000,83.000000,34.600
26527000,0x9,0x1,4,2,40,2,3,1700.000000,94.500000,62.250000,34.500
26527014,0x9,0x2,4,4,80,2,3,1700.000000,47.250000,31.125000,34.550
26527033,0x9,0x3,4,8,158,2,5,1678.750000,23.625000,25.937500,34.550
26527062,0x9,0x4,4,16,314,3,8,1668.125000,17.718750,20.750000,34.500
26527110,0x9,0x5,4,32,627,6,13,1665.468750,17.718750,16.859375,34.550
26527191,0x9,0x6,4,64,1253,10,25,1664.140625,14.765625,16.210938,34.500
26527342,0x9,0x7,4,128,2504,19,48,1662.812500,14.027344,15.562500,34.500
26527635,0x9,0x8,4,256,5007,37,93,1662.480469,13.658203,15.076172,34.550
26528207,0x9,0x9,4,512,10013,72,184,1662.314453,13.289063,14.914063,34.500
26529345,0x9,0xA,4,1024,20030,142,367,1662.646484,13.104492,14.873535,34.550
26531606,0x9,0xB,4,2048,40067,283,732,1662.937012,13.058350,14.833008,34.550
26536117,0x9,0xC,4,4096,65535,566,1461,1359.979248,13.058350,14.802612,34.600
26545132,0x9,0xD,4,8192,65535,1130,2921,679.989624,13.035278,14.797547,34.650
26563155,0x9,0xE,4,16384,65535,2259,5840,339.994812,13.029510,14.792480,34.700
26564168,0x8,0x0,8,1,41,2,4,1742.500000,94.500000,83.000000,34.800
26564181,0x8,0x1,8,2,81,3,5,1721.250000,70.875000,51.875000,35.000
26564194,0x8,0x2,8,4,159,3,6,1689.375000,35.437500,31.125000,34.950
26564213,0x8,0x3,8,8,316,4,9,1678.750000,23.625000,23.343750,34.950
26564244,0x8,0x4,8,16,631,6,14,1676.093750,17.718750,18.156250,34.950
26564291,0x8,0x5,8,32,1259,11,26,1672.109375,16.242188,16.859375,34.950
26564373,0x8,0x6,8,64,2517,20,49,1671.445190,14.765625,15.886719,34.950
26564523,0x8,0x7,8,128,5032,38,95,1670.781250,14.027344,15.400391,34.900
26564816,0x8,0x8,8,256,10062,73,187,1670.449219,13.473633,15.157227,34.950
26565388,0x8,0x9,8,512,20124,144,370,1670.449219,13.289063,14.995117,34.950
26566526,0x8,0xA,8,1024,40233,285,736,1669.826660,13.150635,14.914063,35.000
26568789,0x8,0xB,8,2048,65535,569,1469,1359.979248,13.127563,14.883667,34.900
26573301,0x8,0xC,8,4096,65535,1136,2936,679.989624,13.104492,14.873535,34.950
