millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
19517389,0x5,0x5,64,32,4248,39,94,705.234375,7.198242,7.619141,31.100
19517471,0x5,0x6,64,64,8485,66,168,704.321289,6.090820,6.808594,31.150
19517621,0x5,0x7,64,128,16958,118,312,703.823242,5.444824,6.322266,31.100
19517914,0x5,0x8,64,256,33909,223,600,703.677979,5.144897,6.079102,31.100
19518487,0x5,0x9,64,512,65535,433,1176,679.989624,4.994934,5.957520,31.050
19519624,0x5,0xA,64,1024,65535,852,2327,339.994812,4.914185,5.894195,31.150
19521885,0x5,0xB,64,2048,65535,1691,4629,169.997406,4.876694,5.862534,31.050
19526400,0x5,0xC,64,4096,65535,3367,9231,84.998703,4.855064,5.845436,31.050
19535417,0x5,0xD,64,8192,65535,6722,18441,42.499352,4.846413,5.838787,30.950
19553448,0x5,0xE,64,16384,65535,13429,36853,21.249676,4.841005,5.834196,31.050
19554462,0x4,0x0,128,1,288,24,44,765.000000,70.875000,57.062500,31.000
19554475,0x4,0x1,128,2,558,30,57,741.093750,44.296875,36.960938,31.000
19554488,0x4,0x2,128,4,1091,34,67,724.492188,25.101563,21.722656,30.900
19554507,0x4,0x3,128,8,2155,40,85,715.527405,14.765625,13.779297,30.850
19554537,0x4,0x4,128,16,4280,52,117,710.546875,9.597656,9.483398,30.900
19554585,0x4,0x5,128,32,8536,79,190,708.554688,7.290527,7.700195,30.900
19554667,0x4,0x6,128,64,17053,132,336,707.766113,6.090820,6.808594,30.850
19554817,0x4,0x7,128,128,34077,237,626,707.164307,5.467896,6.342529,30.900
19555110,0x4,0x8,128,256,65535,447,1203,679.989624,5.156433,6.094299,30.900
19555683,0x4,0x9,128,512,65535,869,2360,339.994812,5.012237,5.977783,30.900
19556819,0x4,0xA,128,1024,65535,1710,4669,169.997406,4.931489,5.913193,30.900
19559081,0x4,0xB,128,2048,65535,3394,9290,84.998703,4.893997,5.882797,30.900
19563597,0x4,0xC,128,4096,65535,6759,18530,42.499352,4.873089,5.866966,30.850
19572616,0x4,0xD,128,8192,65535,13490,37007,21.249676,4.862995,5.858576,30.850
19590645,0x4,0xE,128,16384,65535,26951,65535,10.624838,4.857768,5.187421,30.800
19591659,0x3,0x0,256,1,578,46,86,767.656250,67.921875,55.765625,30.800
19591672,0x3,0x1,256,2,1122,58,111,745.078125,42.820313,35.988281,30.700
19591686,0x3,0x2,256,4,2196,67,134,729.140625,24.732422,21.722656,30.700
19591704,0x3,0x3,256,8,4340,79,169,720.507813,14.581055,13.698242,30.800
19591735,0x3,0x4,256,16,8613,103,233,714.946289,9.505371,9.442871,30.800
19591783,0x3,0x5,256,32,17187,157,379,713.327637,7.244385,7.679932,30.750
19591864,0x3,0x6,256,64,34337,265,678,712.559814,6.113892,6.869385,30.800
19592014,0x3,0x7,256,128,65535,477,1260,679.989624,5.502502,6.383057,30.750
19592308,0x3,0x8,256,256,65535,901,2423,339.994812,5.196807,6.137359,30.750
19592885,0x3,0x9,256,512,65535,1744,4739,169.997406,5.029541,6.001846,30.750
19594029,0x3,0xA,256,1024,65535,3440,9393,84.998703,4.960327,5.948021,30.700
19596303,0x3,0xB,256,2048,65535,6830,18695,42.499352,4.924278,5.919209,30.750
19600834,0x3,0xC,256,4096,65535,13613,37313,21.249676,4.907335,5.907019,30.750
19609891,0x3,0xD,256,8192,65535,27169,65535,10.624838,4.897061,5.187421,30.750
19627987,0x3,0xE,256,16384,65535,54281,65535,5.312419,4.891924,2.593710,30.750
19629000,0x2,0x0,512,1,1023,98,179,679.335938,72.351563,58.035156,30.800
19629013,0x2,0x1,512,2,2047,120,226,679.668030,44.296875,36.636719,30.700
19629026,0x2,0x2,512,4,4095,141,275,679.833984,26.024414,22.290039,30.600
19629045,0x2,0x3,512,8,8115,166,345,673.608398,15.319336,13.981934,30.650
19629076,0x2,0x4,512,16,16157,212,472,670.578613,9.782227,9.564453,30.650
19629123,0x2,0x5,512,32,32314,316,765,670.578613,7.290527,7.750854,30.600
19629205,0x2,0x6,512,64,64630,533,1357,670.599365,6.148499,6.874451,30.600
19629355,0x2,0x7,512,128,65535,961,2528,339.994812,5.542877,6.403320,30.650
19629649,0x2,0x8,512,256,65535,1805,4848,169.997406,5.205460,6.139893,30.550
19630223,0x2,0x9,512,512,65535,3508,9516,84.998703,5.058380,6.025909,30.600
19631366,0x2,0xA,512,1024,65535,6892,18803,42.499352,4.968979,5.953403,30.600
19633637,0x2,0xB,512,2048,65535,13689,37455,21.249676,4.934732,5.929499,30.650
19638170,0x2,0xC,512,4096,65535,27252,65535,10.624838,4.912022,5.187421,30.600
19647220,0x2,0xD,512,8192,65535,54412,65535,5.312419,4.903730,2.593710,30.600
19665312,0x2,0xE,512,16384,65535,65535,65535,2.656209,2.953080,1.296855,30.550
19666325,0x1,0x0,1024,1,1023,181,328,339.667969,66.814453,53.171875,30.600
19666339,0x1,0x1,1024,2,2047,230,429,339.834015,42.451172,34.772461,30.500
19666352,0x1,0x2,1024,4,4095,266,518,339.916992,24.547852,20.993164,30.500
19666371,0x1,0x3,1024,8,8191,316,659,339.958496,14.581055,13.353760,30.450
19666401,0x1,0x4,1024,16,16383,409,912,339.979248,9.436157,9.240234,30.500
19666449,0x1,0x5,1024,32,32767,617,1501,339.989624,7.117493,7.603943,30.450
19666530,0x1,0x6,1024,64,65535,1055,2690,339.994812,6.085053,6.813660,30.450
19666680,0x1,0x7,1024,128,65535,1912,5033,169.997406,5.514038,6.374191,30.450
19666973,0x1,0x8,1024,256,65535,3609,9693,84.998703,5.204018,6.137993,30.500
19667550,0x1,0x9,1024,512,65535,7002,19005,42.499352,5.048286,6.017361,30.450
19668692,0x1,0xA,1024,1024,65535,13804,37655,21.249676,4.976189,5.961161,30.500
19670961,0x1,0xB,1024,2048,65535,27430,65535,10.624838,4.944105,5.187421,30.500
19675493,0x1,0xC,1024,4096,65535,54632,65535,5.312419,4.923557,2.593710,30.500
19684545,0x1,0xD,1024,8192,65535,65535,65535,2.656209,2.953080,1.296855,30.400
19702634,0x1,0xE,1024,16384,65535,65535,65535,1.328105,1.476540,0.648428,30.400
19703647,0x0,0x0,2048,1,1023,335,583,169.833984,61.831055,47.254883,30.400
19703660,0x0,0x1,2048,2,2047,428,775,169.917007,39.498047,31.408691,30.400
19703673,0x0,0x2,2048,4,4095,504,960,169.958496,23.255859,19.453125,30.350
19703692,0x0,0x3,2048,8,8191,606,1244,169.979248,13.981201,12.604004,30.350
19703723,0x0,0x4,2048,16,16383,797,1760,169.989624,9.193908,8.916016,30.300
19703770,0x0,0x5,2048,32,32767,1206,2927,169.994812,6.955994,7.413970,30.350
19703852,0x0,0x6,2048,64,65535,2089,5318,169.997406,6.024490,6.735137,30.350
19704002,0x0,0x7,2048,128,65535,3813,10020,84.998703,5.498177,6.345063,30.350
19704294,0x0,0x8,2048,256,65535,7228,19377,42.499352,5.211227,6.135143,30.400
19704868,0x0,0x9,2048,512,65535,14065,38098,21.249676,5.070276,6.031292,30.400
19706010,0x0,0xA,2048,1024,65535,27707,65535,10.624838,4.994033,5.187421,30.300
19708283,0x0,0xB,2048,2048,65535,55050,65535,5.312419,4.961228,2.593710,30.250
19712817,0x0,0xC,2048,4096,65535,65535,65535,2.656209,2.953080,1.296855,30.250
19721869,0x0,0xD,2048,8192,65535,65535,65535,1.328105,1.476540,0.648428,30.250
19739957,0x0,0xE,2048,16384,65535,65535,65535,0.664052,0.738270,0.324214,30.300
