millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
29285538,0x7,0x2,16,4,818,10,21,4345.625000,59.062500,54.468750,50.200
29285557,0x7,0x3,16,8,1631,16,35,4332.344238,47.250000,45.390625,50.200
29285587,0x7,0x4,16,16,3259,27,62,4328.359375,39.867188,40.203125,50.250
29285635,0x7,0x5,16,32,6512,51,120,4324.375000,37.652344,38.906250,50.250
29285717,0x7,0x6,16,64,13021,99,234,4323.378906,36.544922,37.933594,50.250
29285867,0x7,0x7,16,128,26045,195,463,4323.876953,35.991211,37.528320,50.200
29286159,0x7,0x8,16,256,52074,387,918,4322.548828,35.714355,37.204102,50.250
29286732,0x7,0x9,16,512,65535,770,1831,2719.958496,35.529785,37.102779,50.250
29287865,0x7,0xA,16,1024,65535,1536,3656,1359.979248,35.437500,37.041992,50.250
29290121,0x7,0xB,16,2048,65535,3069,7306,679.989624,35.402893,37.011597,50.250
29294625,0x7,0xC,16,4096,65535,6134,14605,339.994812,35.379822,36.993866,50.200
29303623,0x7,0xD,16,8192,65535,12262,29200,169.997406,35.362518,36.981205,50.150
29321614,0x7,0xE,16,16384,65535,24518,58388,84.998703,35.353867,36.973602,50.100
29322627,0x6,0x0,32,1,414,9,17,4398.750000,106.312500,88.187500,50.200
29322640,0x6,0x1,32,2,823,13,26,4372.187500,76.781250,67.437500,50.000
29322653,0x6,0x2,32,4,1638,19,41,4350.937500,56.109375,53.171875,50.000
29322672,0x6,0x3,32,8,3270,31,70,4342.969238,45.773438,45.390625,50.000
29322703,0x6,0x4,32,16,6533,54,125,4338.320313,39.867188,40.527344,50.100
29322749,0x6,0x5,32,32,13058,103,241,4335.664063,38.021484,39.068359,50.100
29322831,0x6,0x6,32,64,26113,199,470,4335.166016,36.729492,38.095703,50.050
29322981,0x6,0x7,32,128,52204,392,929,4333.339844,36.175781,37.649902,50.100
29323274,0x6,0x8,32,256,65535,776,1844,2719.958496,35.806641,37.366211,50.100
29323847,0x6,0x9,32,512,65535,1545,3677,1359.979248,35.645142,37.254761,50.050
29324979,0x6,0xA,32,1024,65535,3084,7341,679.989624,35.575932,37.188904,50.100
29327239,0x6,0xB,32,2048,65535,6161,14670,339.994812,35.535553,37.158508,50.200
29331745,0x6,0xC,32,4096,65535,12317,29330,169.997406,35.521133,37.145844,50.300
29340746,0x6,0xD,32,8192,65535,24627,58650,84.998703,35.511040,37.139511,50.300
29358739,0x6,0xE,32,16384,65535,49245,65535,42.499352,35.504551,20.749683,50.400
29359752,0x5,0x0,64,1,830,17,34,4409.375000,100.406250,88.187500,50.400
29359765,0x5,0x1,64,2,1651,25,52,4385.469238,73.828125,67.437500,50.300
29359779,0x5,0x2,64,4,3288,38,82,4366.875000,56.109375,53.171875,50.400
29359797,0x5,0x3,64,8,6563,62,139,4358.242188,45.773438,45.066406,50.400
29359828,0x5,0x4,64,16,13104,108,250,4350.937500,39.867188,40.527344,50.450
29359875,0x5,0x5,64,32,26195,205,482,4348.779297,37.836914,39.068359,50.350
29359957,0x5,0x6,64,64,52397,399,943,4349.360352,36.821777,38.217285,50.400
29360108,0x5,0x7,64,128,65535,786,1866,2719.958496,36.268066,37.812012,50.400
29360401,0x5,0x8,64,256,65535,1558,3704,1359.979248,35.945072,37.528320,50.400
29360973,0x5,0x9,64,512,65535,3104,7388,679.989624,35.806641,37.426998,50.450
29362105,0x5,0xA,64,1024,65535,6196,14755,339.994812,35.737427,37.373810,50.350
29364360,0x5,0xB,64,2048,65535,12376,29480,169.997406,35.691284,37.335815,50.300
29368863,0x5,0xC,64,4096,65535,24738,58938,84.998703,35.671097,37.321884,50.350
29377865,0x5,0xD,64,8192,65535,49458,65535,42.499352,35.658119,20.749683,50.300
29395856,0x5,0xE,64,16384,65535,65535,65535,21.249676,23.624640,10.374842,50.400
29396870,0x4,0x0,128,1,1023,34,69,2717.343750,100.406250,89.484375,50.000
29396883,0x4,0x1,128,2,2047,51,106,2718.672119,75.304688,68.734375,50.200
29396896,0x4,0x2,128,4,4095,77,167,2719.335938,56.847656,54.144531,50.300
29396915,0x4,0x3,128,8,8191,125,281,2719.667969,46.142578,45.552734,50.200
29396945,0x4,0x4,128,16,16383,216,502,2719.833984,39.867188,40.689453,50.200
29396993,0x4,0x5,128,32,32767,413,969,2719.916992,38.113770,39.270996,50.250
29397073,0x4,0x6,128,64,65535,803,1897,2719.958496,37.052494,38.440189,50.250
29397224,0x4,0x7,128,128,65535,1579,3746,1359.979248,36.429565,37.953861,50.200
29397515,0x4,0x8,128,256,65535,3130,7442,679.989624,36.106567,37.700562,50.300
29398088,0x4,0x9,128,512,65535,6231,14832,339.994812,35.939301,37.568848,50.250
29399221,0x4,0xA,128,1024,65535,12436,29617,169.997406,35.864319,37.509323,50.200
29401478,0x4,0xB,128,2048,65535,24845,59184,84.998703,35.825386,37.477661,50.250
29405980,0x4,0xC,128,4096,65535,49663,65535,42.499352,35.805920,20.749683,50.250
29414975,0x4,0xD,128,8192,65535,65535,65535,21.249676,23.624640,10.374842,50.300
29432953,0x4,0xE,128,16384,65535,65535,65535,10.624838,11.812320,5.187421,50.350
29433967,0x3,0x0,256,1,1023,116,187,1358.671875,171.281250,121.257813,50.400
29433980,0x3,0x1,256,2,2047,233,346,1359.336060,172.019531,112.179688,50.300
29433993,0x3,0x2,256,4,4095,450,635,1359.667969,166.113281,102.939453,50.300
29434012,0x3,0x3,256,8,8191,880,1202,1359.833984,162.421875,97.427734,50.350
29434042,0x3,0x4,256,16,16383,1730,2322,1359.916992,159.653305,94.104492,50.350
29434090,0x3,0x5,256,32,32767,3453,4605,1359.958496,159.330322,93.314209,50.400
29434172,0x3,0x6,256,64,65535,6896,9165,1359.979248,159.099609,92.858276,50.400
29434322,0x3,0x7,256,128,65535,13780,18274,679.989624,158.961182,92.574585,50.400
29434615,0x3,0x8,256,256,65535,27548,36493,339.994812,158.891968,92.435272,50.350
29435188,0x3,0x9,256,512,65535,55143,65535,169.997406,159.027512,82.998734,50.450
29436326,0x3,0xA,256,1024,65535,65535,65535,84.998703,94.498558,41.499367,50.400
29438593,0x3,0xB,256,2048,65535,65535,65535,42.499352,47.249279,20.749683,50.450
29443115,0x3,0xC,256,4096,65535,65535,65535,21.249676,23.624640,10.374842,50.400
29452144,0x3,0xD,256,8192,65535,65535,65535,10.624838,11.812320,5.187421,50.500
29470202,0x3,0xE,256,16384,65535,65535,65535,5.312419,5.906160,2.593710,50.400
29471215,0x2,0x0,512,1,1023,138,273,679.335938,101.882813,88.511719,50.200
29471228,0x2,0x1,512,2,2047,202,417,679.668030,74.566406,67.599609,50.400
29471242,0x2,0x2,512,4,4095,306,661,679.833984,56.478516,53.577148,50.500
29471261,0x2,0x3,512,8,8191,500,1125,679.916992,46.142578,45.593262,50.450
29471291,0x2,0x4,512,16,16383,872,2020,679.958496,40.236328,40.932617,50.450
29471338,0x2,0x5,512,32,32767,1664,3898,679.979248,38.390625,39.493900,50.400
29471420,0x2,0x6,512,64,65535,3236,7634,679.989624,37.329342,38.673218,50.450
29471570,0x2,0x7,512,128,65535,6364,15080,339.994812,36.706421,38.197025,50.500
29471862,0x2,0x8,512,256,65535,12620,29968,169.997406,36.394958,37.953861,50.500
29472436,0x2,0x9,512,512,65535,25136,59753,84.998703,36.244995,37.837975,50.450
29473574,0x2,0xA,512,1024,65535,50157,65535,42.499352,36.162083,20.749683,50.450
29475843,0x2,0xB,512,2048,65535,65535,65535,21.249676,23.624640,10.374842,50.450
29480367,0x2,0xC,512,4096,65535,65535,65535,10.624838,11.812320,5.187421,50.450
29489400,0x2,0xD,512,8192,65535,65535,65535,5.312419,5.906160,2.593710,50.500
29507455,0x2,0xE,512,16384,65535,65535,65535,2.656209,2.953080,1.296855,50.550
29508468,0x1,0x0,1024,1,1023,264,516,339.667969,97.453125,83.648438,50.600
29508481,0x1,0x1,1024,2,2047,395,808,339.834015,72.905273,65.492188,50.800
29508495,0x1,0x2,1024,4,4095,600,1293,339.916992,55.371094,52.401855,50.650
29508513,0x1,0x3,1024,8,8191,990,2221,339.958496,45.681152,45.005619,50.700
29508544,0x1,0x4,1024,16,16383,1738,4018,339.979248,40.097897,40.709721,50.650
29508591,0x1,0x5,1024,32,32767,3321,7775,339.989624,38.309875,39.387512,50.650
29508673,0x1,0x6,1024,64,65535,6477,15270,339.994812,37.358185,38.678284,50.750
29508823,0x1,0x7,1024,128,65535,12754,30197,169.997406,36.781403,38.243881,50.700
29509115,0x1,0x8,1024,256,65535,25302,60040,84.998703,36.484360,38.019714,50.700
29509688,0x1,0x9,1024,512,65535,50406,65535,42.499352,36.341606,20.749683,50.700
29510826,0x1,0xA,1024,1024,65535,65535,65535,21.249676,23.624640,10.374842,50.650
29513092,0x1,0xB,1024,2048,65535,65535,65535,10.624838,11.812320,5.187421,50.650
29517614,0x1,0xC,1024,4096,65535,65535,65535,5.312419,5.906160,2.593710,50.600
29526649,0x1,0xD,1024,8192,65535,65535,65535,2.656209,2.953080,1.296855,50.600
29544707,0x1,0xE,1024,16384,65535,65535,65535,1.328105,1.476540,0.648428,50.450
29545720,0x0,0x0,2048,1,1023,495,895,169.833984,91.362305,72.543945,50.400
29545733,0x0,0x1,2048,2,2047,759,1475,169.917007,70.044441,59.777832,50.400
29545746,0x0,0x2,2048,4,4095,1173,2446,169.958496,54.125240,49.564941,50.450
29545765,0x0,0x3,2048,8,8191,1956,4310,169.979248,45.127441,43.668209,50.450
29545796,0x0,0x4,2048,16,16383,3453,7906,169.989624,39.832581,40.051147,50.450
29545843,0x0,0x5,2048,32,32767,6647,15458,169.994812,38.338715,39.154480,50.400
29545925,0x0,0x6,2048,64,65535,12982,30479,169.997406,37.438934,38.601028,50.450
29546075,0x0,0x7,2048,128,65535,25609,60435,84.998703,36.927040,38.269844,50.350
29546368,0x0,0x8,2048,256,65535,50828,65535,42.499352,36.645859,20.749683,50.400
29546942,0x0,0x9,2048,512,65535,65535,65535,21.249676,23.624640,10.374842,50.350
29548080,0x0,0xA,2048,1024,65535,65535,65535,10.624838,11.812320,5.187421,50.400
29550348,0x0,0xB,2048,2048,65535,65535,65535,5.312419,5.906160,2.593710,50.400
29554869,0x0,0xC,2048,4096,65535,65535,65535,2.656209,2.953080,1.296855,50.350
29563901,0x0,0xD,2048,8192,65535,65535,65535,1.328105,1.476540,0.648428,50.400
29581959,0x0,0xE,2048,16384,65535,65535,65535,0.664052,0.738270,0.324214,50.450
