millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
19069304,0x5,0x0,64,1,11,11,20,58.437500,64.968750,51.875000,45.400
19069317,0x5,0x1,64,2,13,14,24,34.531250,41.343750,31.125000,45.500
19069331,0x5,0x2,64,4,14,14,26,18.593750,20.671875,16.859375,45.500
19069350,0x5,0x3,64,8,14,14,26,9.296875,10.335938,8.429688,45.450
19069380,0x5,0x4,64,16,14,14,25,4.648438,5.167969,4.052734,45.500
19069427,0x5,0x5,64,32,14,14,26,2.324219,2.583984,2.107422,45.450
19069509,0x5,0x6,64,64,14,14,26,1.162109,1.291992,1.053711,45.450
19069659,0x5,0x7,64,128,14,14,26,0.581055,0.645996,0.526855,45.500
19069952,0x5,0x8,64,256,15,15,27,0.311279,0.346069,0.273560,45.450
19070524,0x5,0x9,64,512,15,15,27,0.155640,0.173035,0.136780,45.350
19071661,0x5,0xA,64,1024,16,16,29,0.083008,0.092285,0.073456,45.250
19073923,0x5,0xB,64,2048,18,18,32,0.046692,0.051910,0.040527,45.000
19078432,0x5,0xC,64,4096,22,22,40,0.028534,0.031723,0.025330,44.600
19087441,0x5,0xD,64,8192,28,28,51,0.018158,0.020187,0.016148,43.800
19105454,0x5,0xE,64,16384,38,38,69,0.012321,0.013699,0.010923,42.300
19106467,0x4,0x0,128,1,22,22,40,58.437500,64.968750,51.875000,39.800
19106480,0x4,0x1,128,2,27,27,48,35.859375,39.867188,31.125000,39.800
19106493,0x4,0x2,128,4,28,28,51,18.593750,20.671875,16.535156,39.700
19106512,0x4,0x3,128,8,28,28,51,9.296875,10.335938,8.267578,39.800
19106542,0x4,0x4,128,16,28,28,50,4.648438,5.167969,4.052734,39.800
19106590,0x4,0x5,128,32,28,28,50,2.324219,2.583984,2.026367,39.750
19106671,0x4,0x6,128,64,27,28,50,1.120605,1.291992,1.013184,39.800
19106822,0x4,0x7,128,128,28,28,51,0.581055,0.645996,0.516724,39.700
19107115,0x4,0x8,128,256,29,29,52,0.300903,0.334534,0.263428,39.700
19107689,0x4,0x9,128,512,29,29,52,0.150452,0.167267,0.131714,39.650
19108827,0x4,0xA,128,1024,31,31,55,0.080414,0.089401,0.069656,39.650
19111087,0x4,0xB,128,2048,34,34,60,0.044098,0.049026,0.037994,39.450
19115598,0x4,0xC,128,4096,40,40,70,0.025940,0.028839,0.022163,39.200
19124612,0x4,0xD,128,8192,51,51,87,0.016537,0.018385,0.013773,38.800
19142630,0x4,0xE,128,16384,70,70,117,0.011349,0.012617,0.009261,37.900
19143644,0x3,0x0,256,1,43,43,78,57.109375,63.492188,50.578125,36.000
19143657,0x3,0x1,256,2,51,51,93,33.867188,37.652344,30.152344,36.300
19143670,0x3,0x2,256,4,54,55,99,17.929688,20.302734,16.048828,36.250
19143689,0x3,0x3,256,8,54,54,98,8.964844,9.966797,7.943359,36.250
19143719,0x3,0x4,256,16,55,55,100,4.565430,5.075684,4.052734,36.250
19143767,0x3,0x5,256,32,54,54,98,2.241211,2.491699,1.985840,36.300
19143848,0x3,0x6,256,64,54,55,99,1.120605,1.268921,1.003052,36.200
19143999,0x3,0x7,256,128,55,55,100,0.570679,0.634460,0.506592,36.250
19144292,0x3,0x8,256,256,55,56,100,0.285339,0.322998,0.253296,36.250
19144869,0x3,0x9,256,512,57,57,104,0.147858,0.164383,0.131714,36.250
19146008,0x3,0xA,256,1024,60,60,108,0.077820,0.086517,0.068390,36.200
19148279,0x3,0xB,256,2048,65,66,118,0.042152,0.047585,0.037361,36.100
19152810,0x3,0xC,256,4096,76,76,134,0.024643,0.027397,0.021214,35.950
19161863,0x3,0xD,256,8192,97,97,168,0.015726,0.017484,0.013298,35.650
19179955,0x3,0xE,256,16384,133,132,225,0.010781,0.011896,0.008905,35.000
19180968,0x2,0x0,512,1,85,86,151,56.445313,63.492188,48.957031,33.800
19180981,0x2,0x1,512,2,104,104,184,34.531250,38.390625,29.828125,34.100
19180995,0x2,0x2,512,4,108,108,192,17.929688,19.933594,15.562500,34.050
19181014,0x2,0x3,512,8,109,109,194,9.047852,10.059082,7.862305,34.050
19181044,0x2,0x4,512,16,109,110,196,4.523926,5.075684,3.971680,34.050
19181091,0x2,0x5,512,32,108,108,192,2.241211,2.491699,1.945313,34.050
19181173,0x2,0x6,512,64,108,109,193,1.120605,1.257385,0.977722,34.000
19181328,0x2,0x7,512,128,110,111,196,0.570679,0.640228,0.496460,34.050
19181622,0x2,0x8,512,256,109,110,195,0.282745,0.317230,0.246964,34.050
19182200,0x2,0x9,512,512,115,115,203,0.149155,0.165825,0.128548,34.000
19183340,0x2,0xA,512,1024,121,121,213,0.078468,0.087238,0.067440,33.950
19185614,0x2,0xB,512,2048,129,129,223,0.041828,0.046503,0.035303,33.950
19190144,0x2,0xC,512,4096,153,152,259,0.024805,0.027397,0.020501,33.900
19199198,0x2,0xD,512,8192,196,194,322,0.015888,0.017484,0.012744,33.700
19217299,0x2,0xE,512,16384,279,275,444,0.011308,0.012392,0.008786,33.250
19218312,0x1,0x0,1024,1,162,162,284,53.789063,59.800781,46.039063,32.800
19218325,0x1,0x1,1024,2,196,197,347,32.539063,36.360352,28.125977,32.700
19218338,0x1,0x2,1024,4,208,208,367,17.265625,19.195313,14.873535,32.700
19218357,0x1,0x3,1024,8,204,205,361,8.466797,9.459229,7.315186,32.700
19218388,0x1,0x4,1024,16,207,207,365,4.295654,4.775757,3.698120,32.650
19218435,0x1,0x5,1024,32,205,206,363,2.127075,2.376343,1.838928,32.700
19218517,0x1,0x6,1024,64,205,206,362,1.063538,1.188171,0.916931,32.600
19218671,0x1,0x7,1024,128,207,208,366,0.536957,0.599854,0.463531,32.600
19218964,0x1,0x8,1024,256,213,214,375,0.276260,0.308578,0.237465,32.650
19219537,0x1,0x9,1024,512,218,219,382,0.141373,0.157894,0.120949,32.600
19220680,0x1,0xA,1024,1024,230,230,399,0.074577,0.082912,0.063166,32.650
19222953,0x1,0xB,1024,2048,250,249,427,0.040531,0.044881,0.033799,32.650
19227484,0x1,0xC,1024,4096,296,295,495,0.023994,0.026586,0.019591,32.550
19236537,0x1,0xD,1024,8192,391,388,633,0.015848,0.017484,0.012526,32.450
19254634,0x1,0xE,1024,16384,565,558,886,0.011450,0.012572,0.008766,32.150
19255647,0x0,0x0,2048,1,301,301,508,49.970703,55.555664,41.175781,31.600
19255660,0x0,0x1,2048,2,366,367,626,30.380859,33.868652,25.370117,31.600
19255673,0x0,0x2,2048,4,386,386,662,16.020508,17.811035,13.414551,31.650
19255692,0x0,0x3,2048,8,389,389,667,8.072510,8.974731,6.757935,31.650
19255722,0x0,0x4,2048,16,387,387,663,4.015503,4.464294,3.358704,31.650
19255770,0x0,0x5,2048,32,387,387,663,2.007751,2.232147,1.679352,31.600
19255852,0x0,0x6,2048,64,389,390,667,1.009064,1.124725,0.844742,31.600
19256002,0x0,0x7,2048,128,390,390,668,0.505829,0.562363,0.423004,31.650
19256295,0x0,0x8,2048,256,397,397,678,0.257454,0.286228,0.214668,31.600
19256873,0x0,0x9,2048,512,407,406,691,0.131969,0.146358,0.109392,31.600
19258017,0x0,0xA,2048,1024,429,428,724,0.069551,0.077145,0.057308,31.650
19260291,0x0,0xB,2048,2048,470,468,783,0.038099,0.042177,0.030989,31.600
19264821,0x0,0xC,2048,4096,555,550,906,0.022495,0.024784,0.017929,31.500
19273871,0x0,0xD,2048,8192,725,715,1150,0.014693,0.016109,0.011379,31.400
19291970,0x0,0xE,2048,16384,1053,1035,1624,0.010670,0.011660,0.008034,31.100
24661342,0xB,0x0,1,1,1,1,1,340.000000,378.000000,166.000000,58.600
24661355,0xB,0x1,1,2,1,1,1,170.000000,189.000000,83.000000,58.700
24661368,0xB,0x2,1,4,1,1,1,85.000000,94.500000,41.500000,58.750
24661387,0xB,0x3,1,8,1,1,1,42.500000,47.250000,20.750000,58.750
24661417,0xB,0x4,1,16,1,1,1,21.250000,23.625000,10.375000,58.750
24661465,0xB,0x5,1,32,1,1,1,10.625000,11.812500,5.187500,58.700
24661546,0xB,0x6,1,64,1,1,1,5.312500,5.906250,2.593750,58.650
24661696,0xB,0x7,1,128,1,1,1,2.656250,2.953125,1.296875,58.650
24661989,0xB,0x8,1,256,1,1,1,1.328125,1.476563,0.648438,58.600
24662562,0xB,0x9,1,512,1,1,1,0.664063,0.738281,0.324219,58.450
24663693,0xB,0xA,1,1024,1,1,1,0.332031,0.369141,0.162109,58.150
24665955,0xB,0xB,1,2048,1,1,1,0.166016,0.184570,0.081055,57.700
24670464,0xB,0xC,1,4096,1,1,1,0.083008,0.092285,0.040527,56.900
24679466,0xB,0xD,1,8192,1,1,2,0.041504,0.046143,0.040527,55.300
24697473,0xB,0xE,1,16384,1,2,2,0.020752,0.046143,0.020264,52.950
24698486,0xA,0x0,2,1,1,1,1,170.000000,189.000000,83.000000,48.800
24698499,0xA,0x1,2,2,1,1,1,85.000000,94.500000,41.500000,49.000
24698512,0xA,0x2,2,4,1,1,1,42.500000,47.250000,20.750000,48.900
24698531,0xA,0x3,2,8,1,1,1,21.250000,23.625000,10.375000,48.950
24698561,0xA,0x4,2,16,1,1,1,10.625000,11.812500,5.187500,49.000
24698609,0xA,0x5,2,32,1,1,1,5.312500,5.906250,2.593750,48.950
24698691,0xA,0x6,2,64,1,1,1,2.656250,2.953125,1.296875,48.950
24698842,0xA,0x7,2,128,1,1,1,1.328125,1.476563,0.648438,48.950
24699135,0xA,0x8,2,256,1,1,1,0.664063,0.738281,0.324219,48.950
24699708,0xA,0x9,2,512,1,1,1,0.332031,0.369141,0.162109,48.900
24700845,0xA,0xA,2,1024,1,1,1,0.166016,0.184570,0.081055,48.800
24703107,0xA,0xB,2,2048,1,1,2,0.083008,0.092285,0.081055,48.550
24707616,0xA,0xC,2,4096,1,1,2,0.041504,0.046143,0.040527,48.250
24716629,0xA,0xD,2,8192,1,2,2,0.020752,0.046143,0.020264,47.450
24734643,0xA,0xE,2,16384,2,2,3,0.020752,0.023071,0.015198,46.050
24735656,0x9,0x0,4,1,1,1,2,85.000000,94.500000,83.000000,43.600
24735669,0x9,0x1,4,2,1,1,2,42.500000,47.250000,41.500000,43.600
24735682,0x9,0x2,4,4,1,1,2,21.250000,23.625000,20.750000,43.450
24735701,0x9,0x3,4,8,1,1,2,10.625000,11.812500,10.375000,43.450
24735731,0x9,0x4,4,16,1,1,2,5.312500,5.906250,5.187500,43.500
24735779,0x9,0x5,4,32,1,1,2,2.656250,2.953125,2.593750,43.500
24735860,0x9,0x6,4,64,1,1,2,1.328125,1.476563,1.296875,43.500
24736010,0x9,0x7,4,128,1,1,2,0.664063,0.738281,0.648438,43.450
24736303,0x9,0x8,4,256,1,1,2,0.332031,0.369141,0.324219,43.450
24736875,0x9,0x9,4,512,1,1,2,0.166016,0.184570,0.162109,43.400
24738007,0x9,0xA,4,1024,1,1,2,0.083008,0.092285,0.081055,43.350
24740269,0x9,0xB,4,2048,2,2,2,0.083008,0.092285,0.040527,43.200
24744778,0x9,0xC,4,4096,2,2,3,0.041504,0.046143,0.030396,42.800
24753789,0x9,0xD,4,8192,2,2,3,0.020752,0.023071,0.015198,42.600
24771797,0x9,0xE,4,16384,3,3,4,0.015564,0.017303,0.010132,41.450
24772811,0x8,0x0,8,1,2,2,3,85.000000,94.500000,62.250000,40.400
24772824,0x8,0x1,8,2,2,2,3,42.500000,47.250000,31.125000,40.300
24772837,0x8,0x2,8,4,2,2,4,21.250000,23.625000,20.750000,40.200
24772856,0x8,0x3,8,8,2,2,4,10.625000,11.812500,10.375000,40.200
24772886,0x8,0x4,8,16,2,2,4,5.312500,5.906250,5.187500,40.200
24772933,0x8,0x5,8,32,2,2,4,2.656250,2.953125,2.593750,40.200
24773015,0x8,0x6,8,64,2,2,4,1.328125,1.476563,1.296875,40.200
24773165,0x8,0x7,8,128,2,2,4,0.664063,0.738281,0.648438,40.200
24773457,0x8,0x8,8,256,2,2,4,0.332031,0.369141,0.324219,40.200
24774030,0x8,0x9,8,512,2,2,4,0.166016,0.184570,0.162109,40.200
24775166,0x8,0xA,8,1024,2,2,4,0.083008,0.092285,0.081055,40.150
24777427,0x8,0xB,8,2048,3,3,4,0.062256,0.069214,0.040527,40.050
24781937,0x8,0xC,8,4096,3,3,5,0.031128,0.034607,0.025330,39.850
24790949,0x8,0xD,8,8192,3,3,6,0.015564,0.017303,0.015198,39.500
24808966,0x8,0xE,8,16384,4,4,7,0.010376,0.011536,0.008865,38.750
24809979,0x7,0x0,16,1,3,3,5,63.750000,70.875000,51.875000,38.000
24809992,0x7,0x1,16,2,4,4,6,42.500000,47.250000,31.125000,38.000
24810005,0x7,0x2,16,4,4,4,7,21.250000,23.625000,18.156250,38.000
24810024,0x7,0x3,16,8,4,4,6,10.625000,11.812500,7.781250,37.950
24810054,0x7,0x4,16,16,4,4,7,5.312500,5.906250,4.539063,38.000
24810102,0x7,0x5,16,32,4,4,7,2.656250,2.953125,2.269531,37.950
24810184,0x7,0x6,16,64,4,4,7,1.328125,1.476563,1.134766,37.950
24810334,0x7,0x7,16,128,4,4,6,0.664063,0.738281,0.486328,37.950
24810627,0x7,0x8,16,256,4,4,7,0.332031,0.369141,0.283691,37.950
24811201,0x7,0x9,16,512,4,4,7,0.166016,0.184570,0.141846,37.900
24812338,0x7,0xA,16,1024,4,4,7,0.083008,0.092285,0.070923,37.900
24814601,0x7,0xB,16,2048,4,4,7,0.041504,0.046143,0.035461,37.850
24819116,0x7,0xC,16,4096,5,5,8,0.025940,0.028839,0.020264,37.700
24828129,0x7,0xD,16,8192,6,6,10,0.015564,0.017303,0.012665,37.450
24846148,0x7,0xE,16,16384,8,8,13,0.010376,0.011536,0.008232,37.150
24847161,0x6,0x0,32,1,6,6,10,63.750000,70.875000,51.875000,36.400
24847174,0x6,0x1,32,2,7,7,12,37.187500,41.343750,31.125000,36.200
24847188,0x6,0x2,32,4,7,7,13,18.593750,20.671875,16.859375,36.250
24847206,0x6,0x3,32,8,7,7,13,9.296875,10.335938,8.429688,36.250
24847237,0x6,0x4,32,16,7,7,13,4.648438,5.167969,4.214844,36.250
24847284,0x6,0x5,32,32,7,7,13,2.324219,2.583984,2.107422,36.250
24847366,0x6,0x6,32,64,7,7,13,1.162109,1.291992,1.053711,36.200
24847516,0x6,0x7,32,128,7,7,13,0.581055,0.645996,0.526855,36.250
24847808,0x6,0x8,32,256,7,7,13,0.290527,0.322998,0.263428,36.300
24848381,0x6,0x9,32,512,7,7,13,0.145264,0.161499,0.131714,36.250
24849518,0x6,0xA,32,1024,8,8,13,0.083008,0.092285,0.065857,36.250
24851780,0x6,0xB,32,2048,8,8,14,0.041504,0.046143,0.035461,36.200
24856291,0x6,0xC,32,4096,9,9,16,0.023346,0.025955,0.020264,36.200
24865301,0x6,0xD,32,8192,11,11,19,0.014267,0.015862,0.012032,36.100
24883321,0x6,0xE,32,16384,14,15,25,0.009079,0.010815,0.007915,35.900
24884334,0x5,0x0,64,1,11,11,20,58.437500,64.968750,51.875000,35.400
24884347,0x5,0x1,64,2,12,13,23,31.875000,38.390625,29.828125,35.500
24884360,0x5,0x2,64,4,14,14,25,18.593750,20.671875,16.210938,35.400
24884379,0x5,0x3,64,8,14,14,24,9.296875,10.335938,7.781250,35.400
24884410,0x5,0x4,64,16,14,14,25,4.648438,5.167969,4.052734,35.450
24884457,0x5,0x5,64,32,14,14,25,2.324219,2.583984,2.026367,35.400
24884539,0x5,0x6,64,64,13,14,25,1.079102,1.291992,1.013184,35.400
24884689,0x5,0x7,64,128,13,14,24,0.539551,0.645996,0.486328,35.350
24884982,0x5,0x8,64,256,14,14,25,0.290527,0.322998,0.253296,35.450
24885554,0x5,0x9,64,512,14,14,25,0.145264,0.161499,0.126648,35.350
24886692,0x5,0xA,64,1024,14,14,26,0.072632,0.080750,0.065857,35.350
24888953,0x5,0xB,64,2048,16,16,28,0.041504,0.046143,0.035461,35.400
24893467,0x5,0xC,64,4096,17,17,31,0.022049,0.024513,0.019630,35.300
24902485,0x5,0xD,64,8192,21,21,38,0.013618,0.015141,0.012032,35.200
24920503,0x5,0xE,64,16384,27,28,50,0.008755,0.010094,0.007915,35.050
24921516,0x4,0x0,128,1,22,22,40,58.437500,64.968750,51.875000,34.200
24921529,0x4,0x1,128,2,26,26,47,34.531250,38.390625,30.476563,34.100
24921542,0x4,0x2,128,4,28,28,50,18.593750,20.671875,16.210938,34.150
24921561,0x4,0x3,128,8,27,27,49,8.964844,9.966797,7.943359,34.150
24921591,0x4,0x4,128,16,28,28,50,4.648438,5.167969,4.052734,34.150
24921639,0x4,0x5,128,32,27,28,50,2.241211,2.583984,2.026367,34.100
24921720,0x4,0x6,128,64,28,28,50,1.162109,1.291992,1.013184,34.100
24921870,0x4,0x7,128,128,27,27,49,0.560303,0.622925,0.496460,34.200
24922163,0x4,0x8,128,256,28,28,51,0.290527,0.322998,0.258362,34.100
24922736,0x4,0x9,128,512,28,28,51,0.145264,0.161499,0.129181,34.150
24923875,0x4,0xA,128,1024,29,30,53,0.075226,0.086517,0.067123,34.100
24926138,0x4,0xB,128,2048,31,31,56,0.040207,0.044701,0.035461,34.100
24930651,0x4,0xC,128,4096,35,35,61,0.022697,0.025234,0.019314,34.150
24939666,0x4,0xD,128,8192,43,44,75,0.013943,0.015862,0.011873,34.100
24957683,0x4,0xE,128,16384,59,60,101,0.009565,0.010815,0.007995,34.000
24958696,0x3,0x0,256,1,43,43,78,57.109375,63.492188,50.578125,33.800
24958709,0x3,0x1,256,2,50,50,91,33.203125,36.914063,29.503906,33.600
24958722,0x3,0x2,256,4,53,53,96,17.597656,19.564453,15.562500,33.600
24958741,0x3,0x3,256,8,53,53,96,8.798828,9.782227,7.781250,33.650
24958772,0x3,0x4,256,16,54,54,98,4.482422,4.983398,3.971680,33.600
24958819,0x3,0x5,256,32,53,53,96,2.199707,2.445557,1.945313,33.600
24958901,0x3,0x6,256,64,52,53,96,1.079102,1.222778,0.972656,33.600
24959050,0x3,0x7,256,128,53,54,97,0.549927,0.622925,0.491394,33.550
24959342,0x3,0x8,256,256,55,55,100,0.285339,0.317230,0.253296,33.600
24959916,0x3,0x9,256,512,55,55,100,0.142670,0.158615,0.126648,33.600
24961054,0x3,0xA,256,1024,56,58,103,0.072632,0.083633,0.065224,33.600
24963323,0x3,0xB,256,2048,61,61,109,0.039558,0.043980,0.034512,33.550
24967850,0x3,0xC,256,4096,71,70,124,0.023022,0.025234,0.019630,33.450
24976900,0x3,0xD,256,8192,89,88,154,0.014429,0.015862,0.012190,33.450
24994985,0x3,0xE,256,16384,124,122,209,0.010052,0.010995,0.008272,33.200
24995998,0x2,0x0,512,1,85,85,150,56.445313,62.753906,48.632813,33.200
24996011,0x2,0x1,512,2,103,103,183,34.199219,38.021484,29.666016,33.200
24996024,0x2,0x2,512,4,107,107,190,17.763672,19.749023,15.400391,33.100
24996043,0x2,0x3,512,8,106,106,189,8.798828,9.782227,7.659668,33.050
24996074,0x2,0x4,512,16,106,107,189,4.399414,4.937256,3.829834,33.100
24996121,0x2,0x5,512,32,107,108,191,2.220459,2.491699,1.935181,33.000
24996203,0x2,0x6,512,64,108,109,193,1.120605,1.257385,0.977722,33.050
24996353,0x2,0x7,512,128,107,107,190,0.555115,0.617157,0.481262,33.050
24996646,0x2,0x8,512,256,108,109,193,0.280151,0.314346,0.244431,33.050
24997224,0x2,0x9,512,512,111,112,197,0.143967,0.161499,0.124748,33.050
24998362,0x2,0xA,512,1024,116,116,203,0.075226,0.083633,0.064274,33.050
25000630,0x2,0xB,512,2048,125,125,217,0.040531,0.045061,0.034353,33.000
25005156,0x2,0xC,512,4096,148,147,250,0.023994,0.026496,0.019789,33.000
25014203,0x2,0xD,512,8192,189,187,310,0.015321,0.016853,0.012269,32.850
25032295,0x2,0xE,512,16384,268,264,426,0.010862,0.011896,0.008430,32.650
25033308,0x1,0x0,1024,1,160,160,280,53.125000,59.062500,45.390625,32.400
25033321,0x1,0x1,1024,2,191,192,338,31.708984,35.437500,27.396484,32.300
25033334,0x1,0x2,1024,4,202,203,357,16.767578,18.733887,14.468262,32.250
25033354,0x1,0x3,1024,8,203,204,359,8.425293,9.413086,7.274658,32.300
25033384,0x1,0x4,1024,16,205,205,362,4.254150,4.729614,3.667725,32.350
25033431,0x1,0x5,1024,32,203,203,359,2.106323,2.341736,1.818665,32.250
25033513,0x1,0x6,1024,64,204,205,362,1.058350,1.182404,0.916931,32.250
25033663,0x1,0x7,1024,128,203,204,358,0.526581,0.588318,0.453400,32.300
25033956,0x1,0x8,1024,256,210,211,369,0.272369,0.304253,0.233665,32.300
25034535,0x1,0x9,1024,512,215,215,377,0.139427,0.155010,0.119366,32.250
25035677,0x1,0xA,1024,1024,225,225,391,0.072956,0.081110,0.061899,32.250
25037946,0x1,0xB,1024,2048,247,247,423,0.040045,0.044520,0.033483,32.200
25042475,0x1,0xC,1024,4096,294,293,491,0.023832,0.026406,0.019433,32.200
25051525,0x1,0xD,1024,8192,384,381,622,0.015564,0.017168,0.012309,32.100
25069609,0x1,0xE,1024,16384,558,550,872,0.011308,0.012392,0.008628,32.000
25070622,0x0,0x0,2048,1,295,296,502,48.974609,54.632813,40.689453,31.800
25070635,0x0,0x1,2048,2,365,365,623,30.297852,33.684082,25.248535,31.800
25070648,0x0,0x2,2048,4,382,382,656,15.854492,17.626465,13.292969,31.700
25070667,0x0,0x3,2048,8,381,381,654,7.906494,8.790161,6.626221,31.700
25070698,0x0,0x4,2048,16,381,381,654,3.953247,4.395081,3.313110,31.800
25070745,0x0,0x5,2048,32,383,383,657,1.987000,2.209076,1.664154,31.750
25070827,0x0,0x6,2048,64,386,386,661,1.001282,1.113190,0.837143,31.750
25070977,0x0,0x7,2048,128,382,383,655,0.495453,0.552269,0.414772,31.800
25071270,0x0,0x8,2048,256,390,390,666,0.252914,0.281181,0.210869,31.800
25071847,0x0,0x9,2048,512,406,405,690,0.131645,0.145998,0.109234,31.750
25072991,0x0,0xA,2048,1024,422,421,713,0.068417,0.075883,0.056437,31.750
25075259,0x0,0xB,2048,2048,465,463,776,0.037694,0.041727,0.030712,31.750
25079792,0x0,0xC,2048,4096,557,553,908,0.022576,0.024919,0.017968,31.650
25088843,0x0,0xD,2048,8192,730,721,1158,0.014794,0.016245,0.011458,31.650
25106932,0x0,0xE,2048,16384,1067,1048,1643,0.010812,0.011806,0.008128,31.450
30477752,0xB,0x0,1,1,1,1,1,340.000000,378.000000,166.000000,54.000
30477765,0xB,0x1,1,2,1,1,1,170.000000,189.000000,83.000000,54.200
30477778,0xB,0x2,1,4,1,1,1,85.000000,94.500000,41.500000,54.100
30477797,0xB,0x3,1,8,1,1,1,42.500000,47.250000,20.750000,54.150
30477827,0xB,0x4,1,16,1,1,1,21.250000,23.625000,10.375000,54.150
30477875,0xB,0x5,1,32,1,1,1,10.625000,11.812500,5.187500,54.150
30477956,0xB,0x6,1,64,1,1,1,5.312500,5.906250,2.593750,54.100
30478106,0xB,0x7,1,128,1,1,1,2.656250,2.953125,1.296875,54.100
30478399,0xB,0x8,1,256,1,1,1,1.328125,1.476563,0.648438,54.050
30478971,0xB,0x9,1,512,1,1,1,0.664063,0.738281,0.324219,53.850
30480103,0xB,0xA,1,1024,1,1,1,0.332031,0.369141,0.162109,53.500
30482364,0xB,0xB,1,2048,1,1,1,0.166016,0.184570,0.081055,53.050
30486872,0xB,0xC,1,4096,1,1,1,0.083008,0.092285,0.040527,52.500
30495882,0xB,0xD,1,8192,1,1,2,0.041504,0.046143,0.040527,51.500
30513894,0xB,0xE,1,16384,1,1,2,0.020752,0.023071,0.020264,49.450
30514907,0xA,0x0,2,1,1,1,1,170.000000,189.000000,83.000000,45.800
30514920,0xA,0x1,2,2,1,1,1,85.000000,94.500000,41.500000,45.900
30514933,0xA,0x2,2,4,1,1,1,42.500000,47.250000,20.750000,45.850
30514953,0xA,0x3,2,8,1,1,1,21.250000,23.625000,10.375000,45.750
30514984,0xA,0x4,2,16,1,1,1,10.625000,11.812500,5.187500,45.800
30515031,0xA,0x5,2,32,1,1,1,5.312500,5.906250,2.593750,45.800
30515113,0xA,0x6,2,64,1,1,1,2.656250,2.953125,1.296875,45.800
30515263,0xA,0x7,2,128,1,1,1,1.328125,1.476563,0.648438,45.800
30515555,0xA,0x8,2,256,1,1,1,0.664063,0.738281,0.324219,45.750
30516127,0xA,0x9,2,512,1,1,1,0.332031,0.369141,0.162109,45.700
30517265,0xA,0xA,2,1024,1,1,1,0.166016,0.184570,0.081055,45.650
30519525,0xA,0xB,2,2048,1,1,1,0.083008,0.092285,0.040527,45.500
30524037,0xA,0xC,2,4096,1,1,2,0.041504,0.046143,0.040527,45.150
30533051,0xA,0xD,2,8192,1,1,2,0.020752,0.023071,0.020264,44.600
30551074,0xA,0xE,2,16384,2,2,3,0.020752,0.023071,0.015198,43.100
30552088,0x9,0x0,4,1,1,1,2,85.000000,94.500000,83.000000,41.400
30552101,0x9,0x1,4,2,1,1,2,42.500000,47.250000,41.500000,41.300
30552114,0x9,0x2,4,4,1,1,2,21.250000,23.625000,20.750000,41.250
30552133,0x9,0x3,4,8,1,1,2,10.625000,11.812500,10.375000,41.250
30552163,0x9,0x4,4,16,1,1,2,5.312500,5.906250,5.187500,41.200
30552211,0x9,0x5,4,32,1,1,2,2.656250,2.953125,2.593750,41.200
30552293,0x9,0x6,4,64,1,1,2,1.328125,1.476563,1.296875,41.200
30552443,0x9,0x7,4,128,1,1,2,0.664063,0.738281,0.648438,41.200
30552736,0x9,0x8,4,256,1,1,2,0.332031,0.369141,0.324219,41.200
30553308,0x9,0x9,4,512,1,1,2,0.166016,0.184570,0.162109,41.100
30554441,0x9,0xA,4,1024,1,1,2,0.083008,0.092285,0.081055,41.100
30556703,0x9,0xB,4,2048,2,2,2,0.083008,0.092285,0.040527,41.000
30561216,0x9,0xC,4,4096,2,2,3,0.041504,0.046143,0.030396,40.700
30570230,0x9,0xD,4,8192,2,2,3,0.020752,0.023071,0.015198,40.300
30588245,0x9,0xE,4,16384,3,3,4,0.015564,0.017303,0.010132,39.700
30589258,0x8,0x0,8,1,2,2,3,85.000000,94.500000,62.250000,38.200
30589271,0x8,0x1,8,2,2,2,3,42.500000,47.250000,31.125000,38.200
30589285,0x8,0x2,8,4,2,2,4,21.250000,23.625000,20.750000,38.200
30589304,0x8,0x3,8,8,2,2,4,10.625000,11.812500,10.375000,38.150
30589335,0x8,0x4,8,16,2,2,4,5.312500,5.906250,5.187500,38.150
30589382,0x8,0x5,8,32,2,2,4,2.656250,2.953125,2.593750,38.150
30589464,0x8,0x6,8,64,2,2,4,1.328125,1.476563,1.296875,38.150
30589614,0x8,0x7,8,128,2,2,4,0.664063,0.738281,0.648438,38.150
30589907,0x8,0x8,8,256,2,2,4,0.332031,0.369141,0.324219,38.150
30590480,0x8,0x9,8,512,2,2,4,0.166016,0.184570,0.162109,38.050
30591617,0x8,0xA,8,1024,2,2,4,0.083008,0.092285,0.081055,38.100
30593880,0x8,0xB,8,2048,2,2,4,0.041504,0.046143,0.040527,37.950
30598394,0x8,0xC,8,4096,3,3,4,0.031128,0.034607,0.020264,37.900
30607408,0x8,0xD,8,8192,3,3,5,0.015564,0.017303,0.012665,37.650
30625426,0x8,0xE,8,16384,4,4,7,0.010376,0.011536,0.008865,37.200
30626440,0x7,0x0,16,1,3,3,5,63.750000,70.875000,51.875000,36.000
30626453,0x7,0x1,16,2,4,4,6,42.500000,47.250000,31.125000,36.000
30626466,0x7,0x2,16,4,4,4,6,21.250000,23.625000,15.562500,35.950
30626485,0x7,0x3,16,8,4,4,6,10.625000,11.812500,7.781250,35.950
30626515,0x7,0x4,16,16,4,4,6,5.312500,5.906250,3.890625,35.950
