millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
28949840,0x4,0x4,128,16,16383,197,458,2719.833984,36.360352,37.123047,48.250
28949888,0x4,0x5,128,32,32767,374,882,2719.916992,34.514648,35.745117,48.200
28949968,0x4,0x6,128,64,65535,725,1722,2719.958496,33.453365,34.894043,48.200
28950119,0x4,0x7,128,128,65535,1422,3394,1359.979248,32.807377,34.387455,48.150
28950412,0x4,0x8,128,256,65535,2813,6732,679.989624,32.449768,34.103756,48.150
28950985,0x4,0x9,128,512,65535,5606,13428,339.994812,32.334412,34.012573,48.150
28952118,0x4,0xA,128,1024,65535,11185,26808,169.997406,32.256546,33.951782,48.200
28954375,0x4,0xB,128,2048,65535,22343,53565,84.998703,32.217613,33.919487,48.250
28958877,0x4,0xC,128,4096,65535,44656,65535,42.499352,32.195984,20.749683,48.350
28967874,0x4,0xD,128,8192,65535,65535,65535,21.249676,23.624640,10.374842,48.200
28985867,0x4,0xE,128,16384,65535,65535,65535,10.624838,11.812320,5.187421,48.150
28986880,0x3,0x0,256,1,1023,98,165,1358.671875,144.703125,106.992188,48.200
28986893,0x3,0x1,256,2,2047,192,299,1359.336060,141.750000,96.941406,48.000
28986906,0x3,0x2,256,4,4095,362,532,1359.667969,133.628906,86.242188,48.100
28986925,0x3,0x3,256,8,8191,701,997,1359.833984,129.383789,80.811523,48.150
28986956,0x3,0x4,256,16,16383,1366,1905,1359.916992,126.061523,77.204597,48.100
28987003,0x3,0x5,256,32,32767,2725,3771,1359.958496,125.738525,76.414307,48.050
28987085,0x3,0x6,256,64,65535,5436,7491,1359.979248,125.415535,75.897583,48.100
28987235,0x3,0x7,256,128,65535,10836,14905,679.989624,125.000244,75.507507,48.150
28987528,0x3,0x8,256,256,65535,21650,29742,339.994812,124.873352,75.335266,48.050
28988105,0x3,0x9,256,512,65535,43268,59398,169.997406,124.781067,75.226349,48.100
28989242,0x3,0xA,256,1024,65535,65535,65535,84.998703,94.498558,41.499367,48.050
28991508,0x3,0xB,256,2048,65535,65535,65535,42.499352,47.249279,20.749683,48.000
28996032,0x3,0xC,256,4096,65535,65535,65535,21.249676,23.624640,10.374842,48.100
29005070,0x3,0xD,256,8192,65535,65535,65535,10.624838,11.812320,5.187421,48.100
29023131,0x3,0xE,256,16384,65535,65535,65535,5.312419,5.906160,2.593710,48.300
29024144,0x2,0x0,512,1,1023,131,259,679.335938,96.714844,83.972656,48.000
29024157,0x2,0x1,512,2,2047,192,395,679.668030,70.875000,64.033203,48.200
29024170,0x2,0x2,512,4,4095,287,618,679.833984,52.971680,50.091797,48.150
29024189,0x2,0x3,512,8,8191,460,1035,679.916992,42.451172,41.945801,48.150
29024219,0x2,0x4,512,16,16383,793,1843,679.958496,36.591061,37.345943,48.200
29024267,0x2,0x5,512,32,32767,1504,3543,679.979248,34.699219,35.897095,48.200
29024349,0x2,0x6,512,64,65535,2918,6924,679.989624,33.661011,35.076412,48.250
29024499,0x2,0x7,512,128,65535,5734,13667,339.994812,33.072693,34.617950,48.200
29024792,0x2,0x8,512,256,65535,11357,27138,169.997406,32.752579,34.369720,48.200
29025369,0x2,0x9,512,512,65535,22590,54041,84.998703,32.573776,34.220909,48.250
29026507,0x2,0xA,512,1024,65535,45115,65535,42.499352,32.526913,20.749683,48.200
29028773,0x2,0xB,512,2048,65535,65535,65535,21.249676,23.624640,10.374842,48.150
29033296,0x2,0xC,512,4096,65535,65535,65535,10.624838,11.812320,5.187421,48.250
29042331,0x2,0xD,512,8192,65535,65535,65535,5.312419,5.906160,2.593710,48.350
29060394,0x2,0xE,512,16384,65535,65535,65535,2.656209,2.953080,1.296855,48.350
29061407,0x1,0x0,1024,1,1023,251,490,339.667969,92.654297,79.433594,48.600
29061421,0x1,0x1,1024,2,2047,377,767,339.834015,69.583008,62.168945,48.400
29061434,0x1,0x2,1024,4,4095,559,1203,339.916992,51.587402,48.754395,48.500
29061453,0x1,0x3,1024,8,8191,913,2047,339.958496,42.128170,41.479733,48.450
29061483,0x1,0x4,1024,16,16383,1578,3662,339.979248,36.406490,37.102779,48.500
29061531,0x1,0x5,1024,32,32767,3007,7071,339.989624,34.687683,35.821106,48.500
29061613,0x1,0x6,1024,64,65535,5840,13844,339.994812,33.684082,35.066284,48.450
29061763,0x1,0x7,1024,128,65535,11493,27367,169.997406,33.144791,34.659744,48.500
29062056,0x1,0x8,1024,256,65535,22776,54377,84.998703,32.841980,34.433678,48.500
29062628,0x1,0x9,1024,512,65535,45348,65535,42.499352,32.694901,20.749683,48.450
29063765,0x1,0xA,1024,1024,65535,65535,65535,21.249676,23.624640,10.374842,48.500
29066032,0x1,0xB,1024,2048,65535,65535,65535,10.624838,11.812320,5.187421,48.450
29070554,0x1,0xC,1024,4096,65535,65535,65535,5.312419,5.906160,2.593710,48.500
29079591,0x1,0xD,1024,8192,65535,65535,65535,2.656209,2.953080,1.296855,48.400
29097650,0x1,0xE,1024,16384,65535,65535,65535,1.328105,1.476540,0.648428,48.350
29098663,0x0,0x0,2048,1,1023,480,868,169.833984,88.593750,70.355469,48.400
29098676,0x0,0x1,2048,2,2047,722,1402,169.917007,66.629883,56.819336,48.200
29098690,0x0,0x2,2048,4,4095,1093,2282,169.958496,50.433834,46.241699,48.350
29098709,0x0,0x3,2048,8,8191,1804,3975,169.979248,41.620605,40.274048,48.300
29098739,0x0,0x4,2048,16,16383,3142,7217,169.989624,36.244995,36.560730,48.350
29098786,0x0,0x5,2048,32,32767,6010,14054,169.994812,34.664612,35.598206,48.350
29098868,0x0,0x6,2048,64,65535,11712,27659,169.997406,33.776367,35.029556,48.350
29099019,0x0,0x7,2048,128,65535,23067,54782,84.998703,33.261589,34.690140,48.400
29099312,0x0,0x8,2048,256,65535,45744,65535,42.499352,32.980408,20.749683,48.350
29099885,0x0,0x9,2048,512,65535,65535,65535,21.249676,23.624640,10.374842,48.400
29101023,0x0,0xA,2048,1024,65535,65535,65535,10.624838,11.812320,5.187421,48.300
29103291,0x0,0xB,2048,2048,65535,65535,65535,5.312419,5.906160,2.593710,48.250
29107813,0x0,0xC,2048,4096,65535,65535,65535,2.656209,2.953080,1.296855,48.200
29116844,0x0,0xD,2048,8192,65535,65535,65535,1.328105,1.476540,0.648428,48.400
29134904,0x0,0xE,2048,16384,65535,65535,65535,0.664052,0.738270,0.324214,48.500
